dust,NO2,CO2,SO2,AQI
30.45,44.42,1.27,8.4,105
60.7,51.24,1.42,7.73,105
51.09,46.69,1.66,15.51,135
45.67,38.21,0.94,5.84,110
46.24,35.88,0.9,5.23,110
31.02,25,0.82,5.39,95
28.39,29.68,0.79,4.71,92
23.03,28.72,0.69,9.34,83
29.65,28.29,0.84,7.27,84
34.57,26.2,0.65,6.7,86
29.56,19.21,0.6,3.26,92
32.82,16.81,0.48,5.56,105
34.45,22.97,0.67,5.71,93
30.51,22.26,0.58,5.2,95
31.95,24.79,0.63,5.62,87
48.62,23.86,0.59,5.85,104
42.25,22.65,0.52,4.88,147
26.64,19.09,0.51,5.22,85
25.43,20.32,0.53,6,80
26.04,21.04,0.57,5.33,85
8.86,8.99,0.68,6.51,86
9.41,8.64,0.45,6.92,84
7.81,9.11,0.44,6.2,63
6.31,44.71,0.39,7.71,87
10.4,57.09,0.45,10.59,78
23,46.21,0.07,3.71,49
28.28,74.51,0.27,16.38,85
37.15,84.52,0.39,8.3,97
25,78.74,0.2,12.95,93
37.09,78.98,0.37,13.91,92
24.59,70.69,0.32,4.45,66
30.49,59.25,0.28,12.54,65
23.2,42.07,0.31,9.58,66
23.25,42.44,0.13,12.68,55
15.79,46.68,0.15,11.29,70
10.75,35,0.27,2.6,59
9.93,31.44,0.25,1.98,62
17.82,38.08,0.11,2.83,52
13.08,37.98,0.1,4.39,52
7,43.87,0.09,15.62,34
21.28,43.64,0.17,4.1,66
31.01,49.62,0.24,16.22,82
33.84,51.19,0.3,7.71,78
42.99,57.36,0.11,9.43,86
39.5,53.2,0.17,7.08,100
37.67,45.98,0.01,6.55,103
16.68,42.12,0.24,8.03,70
13.57,41.65,0.11,2.73,55
12.72,26.93,0.19,9.91,72
11.98,42.12,0.03,6.74,47
9.83,35.58,0.07,5.53,73
15.29,47.47,0.1,6.85,56
15.45,40.95,0.2,6.22,63
16.38,39.15,0.08,3.2,55
12.88,45.99,0.05,1.55,65
48.55,45.48,0.43,19.26,106
50.52,63.89,0.65,15.29,104
44.48,73.13,0.62,22.54,97
45.06,61.79,0.59,15.96,97
56.83,75.39,0.79,21.55,108
54.95,87.44,0.53,23.06,100
60.17,92.33,0.59,27.92,97
58.85,75.82,0.97,29.86,103
61.53,77.75,0.81,34.73,104
59.04,71.09,0.51,35.22,102
54.48,79.11,0.39,29.12,104
58.23,66.72,0.3,30.29,107
64.18,68.11,0.38,18.9,114
61.11,60.83,0.33,32.05,107
64.35,50.97,0.33,44.21,117
62.16,41.2,0.38,47.38,116
73.11,49.76,0.5,46.17,130
63.6,25.39,0.33,19.58,129
58.15,24.36,0.54,23.55,106
73.45,35.18,0.57,47.02,118
64.93,22.8,0.35,45.54,134
61.75,23.49,0.35,35.06,104
65.1,13.74,0.36,31.95,113
67.23,31.41,0.26,31.89,151
65.76,25.01,0.36,31.29,119
66.65,18.35,0.35,40.78,124
60.51,36.85,0.47,38.63,112
65.33,42.02,0.45,35.56,147
71.55,56.07,0.45,46.68,144
62.24,52.96,0.92,46.54,129
61.83,53.12,0.61,35.55,152
60.96,48.17,0.64,28.22,163
61.46,45.51,0.74,16.38,122
67.56,35.21,0.54,25.31,125
59.73,36.72,0.59,51.36,140
63.35,38.09,0.49,42.96,104
61.71,41.53,0.45,37.9,133
61.8,58.71,0.52,44.93,141
61,63.32,0.57,30.3,122
55.76,59.47,0.51,36.43,105
60.32,65.82,0.5,31.34,98
62.65,51.12,0.52,34.96,124
64.38,60.39,0.64,31.07,162
63.41,37.87,0.59,41.97,136
52.96,8.25,0.55,38.34,109
59.95,5.3,0.5,48.96,106
63.92,5.31,0.49,42.29,105
55.4,27.3,0.3,41.03,113
58.98,72,0.43,37.54,100
58.86,54.03,0.38,23.1,103
61.32,54.28,0.17,35.08,96
57.06,38.29,0.28,8.7,112
59.44,40.89,0.41,20.04,94
66,46.01,0.49,38.17,112
65.98,43.82,0.46,39.34,115
58.07,58.31,0.32,44.6,109
60.69,64.12,0.36,36.91,110
63.73,60.81,0.29,30.48,126
61.83,60.63,0.38,34.5,117
61.79,68.61,0.37,45.32,104
48.86,58.18,0.45,46.34,103
60.56,55.27,0.26,41.86,105
44.66,27.18,0.28,7.84,82
57.33,49.45,0.25,13.93,96
64.61,48.99,0.28,33.63,133
56.65,60.92,0.47,34.23,117
54.74,62.77,0.33,38.49,96
61.36,65.8,0.32,43.85,102
60.03,67.81,0.34,49.63,117
54.24,73.32,0.42,45.43,106
58.12,67.71,0.36,44.42,102
60.2,67.78,0.33,37.44,101
60.28,70.51,0.43,31.91,104
61.28,58.82,0.51,11.31,106
53.5,55.26,0.73,19.3,106
54.32,69.63,0.74,42.58,95
62.67,73.53,0.45,39.57,160
60.05,58.31,0.48,10.11,124
61.49,49.74,0.37,15.23,160
61.98,40.04,0.28,6.27,173
61.25,39.37,0.25,6.08,110
47.21,52,0.33,20.73,103
65.45,58.68,0.31,22.99,103
116.03,58.2,0.15,37.31,215
96.21,57.6,0,25.88,276
75.89,69.76,0,34.18,158
63.83,37.49,0,7.83,137
62.34,34.38,0,3.21,102
51.67,30.24,0,3.56,96
61.42,36.21,0,6.6,98
82.34,49.71,0,29.68,163
115.47,55.94,0,55.61,236
108.41,49.01,0,16.8,281
73.75,38.15,0,7.78,183
81.72,39.02,0,3.77,164
83.39,52.77,0,21.93,184
64.14,49.49,0,5.32,133
54.56,34.26,0,4.16,126
67.09,38.78,0,3.76,104
76.51,49.29,0,9,150
69.51,63.8,0,7.19,156
60.61,49.44,0,6.68,113
83.79,52.58,0,13.58,156
71.49,50.58,0,12.35,151
76.94,47.79,0,9.19,149
64.21,32.92,0,4.04,132
56.14,41.9,0,7.88,100
68.79,43.74,0,12.09,115
85.73,53.72,0,34.99,199
62.96,60.35,0,19.96,129
54.98,46.64,0,12.33,110
44.56,35.7,0,5.74,151
52.36,37.44,0,3.48,102
58.81,42.23,0,8.29,113
68.29,52.03,0,13.7,149
56.73,45.95,0,11.04,164
64.14,52.4,0,18.17,118
93.54,60.66,0,25.9,185
83.13,51.31,0,17.22,180
70.3,45.89,0,7.48,161
64.97,35.98,0,5.02,121
62.32,35.19,0,10.09,137
66.1,40.94,0.08,10.89,123
85.12,46.28,0.11,23.38,158
82.76,46.37,0.28,29.72,193
75.46,46.97,0.24,33.86,179
63.58,40.25,0.23,27.84,141
57.61,35.93,0.25,22.31,160
53.34,44.31,0.24,25.23,128
65.52,46.93,0.27,20.72,161
72,48.13,0.28,24.77,164
68.68,44.73,0.21,30.71,183
80.73,46.49,0.21,40.3,165
64.09,44.5,0.22,26.83,165
55.13,39.79,0.28,17.65,179
69.06,45.33,0.23,27.21,197
63.3,38.86,0.24,15.45,166
57.86,29.63,0.19,10.31,147
28.95,25.79,0.14,7.43,142
32.73,25.01,0.16,10.15,116
31.06,19.79,0.14,14.85,102
42.16,28,0.17,9.61,106
35.62,17.76,0.14,12.29,109
45.6,28.85,0.13,13.64,124
77.14,45.09,0.2,19.6,181
30.97,24.09,0.12,9.13,113
30.33,33.13,0.11,12.9,108
43.8,41.87,0.16,22.58,117
63.7,42.87,0.21,25.87,143
50.64,37.51,0.16,17.73,161
21.27,18.26,0.11,7.85,95
27.44,24.38,0.11,7.14,76
54.73,45.98,0.16,17.35,97
67.57,52.24,0.2,21.64,146
63.1,54.07,0.19,24.11,167
52.04,43.35,0.19,24,144
61.33,50.59,0.17,29.93,145
60.92,52,0.17,21.17,171
60.33,48.25,0.23,10.61,175
54.59,42.79,0.17,11.49,148
60.55,41.27,0.19,14.86,137
62.45,38.24,0.17,12.7,140
57.61,39.4,0.16,13.08,164
51.42,38.28,0.16,10.89,154
49.28,33.72,0.16,6.55,127
47.02,35.07,0.17,8.66,114
45.77,35.7,0.15,8.68,150
44.15,30.98,0.14,6.09,136
51.9,41.35,0.16,8.48,123
50.37,34.02,0.15,7.24,132
43.52,30.44,0.14,10.83,123
47.15,29.71,0.15,7.18,103
44.33,36.95,0.16,9.13,92
48.68,32.91,0.14,9.66,136
68.34,38.38,0.2,16.14,128
77.56,49.22,0.29,14.15,175
67.48,39.61,0.21,17.04,164
77.94,52.07,0.23,30.86,192
158.04,70.52,0.3,70.39,199
59.32,37.36,0.15,18.52,173
60.92,32.52,0.17,16.51,165
57.68,29.2,0.16,15.79,152
56.31,28.75,0.15,14.29,148
68.97,41.41,0.23,23.3,173
70.99,45.1,0.25,22.43,191
57.04,27.79,0.14,9.25,166
49.73,35.29,0.12,15.24,131
45.5,37.88,0.13,15.64,136
53.51,42.5,0.19,19.01,143
58.3,42.34,0.16,23.97,156
57.26,40.89,0.17,19.79,162
55.63,42.61,0.18,27.37,156
61.48,51.82,0.06,19.33,151
63.36,45.42,0.19,22.7,171
37.64,23.58,0.09,5.2,142
27.39,29.07,0.09,10.98,127
24.73,25.71,0.1,11.4,99
24.54,26.4,0.09,11.13,99
29.34,21.73,0.1,5.69,110
37.31,25.09,0.11,4.14,118
43.24,26.06,0.15,8.28,130
40.48,24.97,0.15,8.41,138
38.11,25.56,0.11,11.54,122
27.81,18.72,0.06,10.16,131
32.95,41.36,0.06,10.25,109
31.54,56.78,0.16,5.59,165
30.22,72.96,0.14,3.96,123
34.8,36.6,0.15,4.51,86
36.41,38.77,0.14,5.92,84
40.68,42.42,0.15,4.93,107
35.14,30.94,0.11,6.38,85
37.13,41.07,0.11,9.81,98
37.23,38.74,0.11,8.88,102
48.21,50.64,0.13,11.25,118
45.73,49.46,0.11,12.25,148
41.91,48.49,0.11,10.89,126
35.78,47.98,0.16,10,131
38.13,51.56,0.13,8.43,115
49.56,66.04,0.15,12.73,130
57.16,70.75,0.17,9.6,156
39.09,45.01,0.09,4.46,127
43.73,47.81,0.1,7.28,119
26.99,30.37,0.07,4.17,103
26.35,35.91,0.09,6.47,93
19.02,42.99,0.06,5.75,76
17.31,46.38,0.06,10.87,82
11.35,22.84,0.05,2.78,80
10.04,25.83,0.06,1.66,79
13.75,22.7,0.07,3.03,109
13.78,19.42,0.07,2.33,103
14.36,24.08,0.08,4.09,84
16.11,19.2,0.07,6,106
17.77,21.89,0.09,4.06,97
12.3,11.7,0.07,3.66,74
11.78,19.22,0.08,2.68,67
17.05,20.03,0.08,5.5,69
7.84,15.62,0.1,3.68,68
7.85,15.56,0.09,2.04,61
5.56,8.47,0.07,3.57,50
6.92,17.19,0.13,4.03,63
19.65,16.5,0.25,3.87,84
13.54,18.12,0.21,3.98,75
9.71,14.66,0.19,3.1,72
13.07,16.86,0.23,4.67,94
12.88,15.24,0.17,4.33,86
7.61,11.6,0.17,3.95,82
7.38,12.26,0.14,3.67,83
8.66,14.39,0.14,11.12,70
11.4,18,0.16,4.17,59
11.48,15.64,0.18,5.22,67
10.85,11.31,0.16,5.26,63
11.81,13.1,0.15,5.17,60
11.79,10.8,0.14,5.22,63
11.82,11.63,0.09,5.31,53
8.84,14.13,0.09,13.04,60
10.38,12.42,0.18,5.66,62
13.08,11.15,0.14,5.22,61
10.98,12.28,0.14,3.86,63
9.75,11.87,0.13,6.13,66
11.8,13.33,0.17,6.91,66
15.53,13.28,0.15,13.54,57
10.4,12.88,0.16,13.72,58
14.66,14.12,0.18,7.07,57
14.77,16.09,0.17,5.99,63
18.19,15.37,0.15,6.05,66
18.1,14.82,0.16,6.71,61
15,17.03,0.19,7.42,60
19.31,16.31,0.16,6.56,60
14.29,15.3,0.15,5.86,66
14.49,12.53,0.17,5.98,58
13.9,13.56,0.14,5.01,53
16.53,11.48,0.14,6.85,74
10.24,8.45,0.17,6.48,86
10.78,12.06,0.16,4.3,93
8.48,10.62,0.15,2.97,47
5.72,12.4,0.15,3.27,46
6.54,9.5,0.14,3.09,48
10.83,9.71,0.15,4.23,50
13.37,10.08,0.15,5.05,55
15.97,11.72,0.15,2.96,71
15.62,12.84,0.15,4.5,65
14.04,10.9,0.17,4.66,55
16.55,12.98,0.18,4.65,62
14.43,13.97,0.16,6.12,60
12.62,14.04,0.17,3.6,56
15.28,14.93,0.17,4.23,55
17.5,16.64,0.2,5.83,63
17.42,18.87,0.21,5.04,69
16.85,17,0.21,5.57,60
16.78,13.74,0.2,10.67,61
11.79,10.34,0.17,5.77,51
13.35,18.12,0.17,5.55,49
20.34,20.12,0.18,6.57,67
23.03,22.47,0.17,14.85,75
26.22,21.64,0.23,4.69,90
24.87,19.65,0.22,6.76,83
20.47,16.75,0.27,3.85,80
14.91,11.51,0.19,5.41,71
17.76,15.61,0.24,6.22,65
15.1,14.19,0.25,5.1,67
17.08,15.64,0.22,4.33,55
20.36,14.29,0.23,5.62,60
16.4,13.37,0.22,5.23,58
20.12,12.73,0.18,4.97,63
21.77,15.13,0.17,5.32,70
26.6,16.09,0.17,4.95,85
17.35,11.78,0.12,4.84,65
7.42,8.85,0.15,4.18,59
10.89,11.31,0.16,4.88,62
12.56,15.13,0.19,6.04,60
15.41,16.07,0.16,5.01,62
23.63,17.43,0.21,4.59,72
13.53,11.42,0.18,3.8,72
11.58,9.53,0.12,3.99,55
13.1,10.5,0.17,4.87,52
8.26,9.12,0.17,4.25,56
6.57,9.26,0.12,4.4,56
12.26,10.14,0.17,4.36,56
14.63,13.14,0.21,12.8,60
19.92,14.34,0.23,5.16,71
24.42,16.47,0.22,13.58,87
12.96,12,0.17,6.44,64
17.26,16.95,0.21,4.92,59
19.86,14.47,0.18,5.04,79
29.32,19.22,0.19,4.97,86
40.82,19.8,0.21,5.23,82
32.63,19.17,0.18,4.57,74
32.88,15.23,0.19,5.02,72
18.58,15.66,0.09,3.32,60
12.34,15.36,0.21,4.19,51
10.33,15.27,0.11,4.17,55
17.29,17.06,0.07,5.03,55
10.44,15.62,0.05,5.09,60
12.64,15.22,0.06,4.68,56
10.27,13.77,0.06,13.08,56
15.67,12.72,0.04,3.3,39
9.17,10.48,0.04,4.37,53
10.28,10.5,0.05,4.24,54
9.76,10.86,0.05,5.12,57
14.88,11.41,0.05,4.06,59
20.5,15.36,0.03,4.59,58
29.61,17.97,0,5.13,54
42,19.98,0,5.99,95
39.68,20.38,0,5.73,99
45.69,20.98,0,7.2,80
50.36,23.27,0,6.41,107
45.9,20.69,0,5.29,98
41.57,18.5,0,4.87,74
41.26,17.45,0,5.4,70
31.08,11.81,0.26,5.12,110
24.16,18.96,0.34,6.88,53
49.75,22.44,0.66,10.46,102
55.88,22.79,0.33,8.94,164
28.48,19.44,0.21,5.7,102
22.6,24.12,0.57,7.36,94
32.08,24.14,0.29,19.21,100
25.79,17.7,0.36,4.24,111
28.04,24.18,0.1,8.63,103
27.38,25.01,0.19,4.3,113
41.74,26.83,0.11,4.2,102
20.48,19.29,0.08,2.36,147
33.32,25.1,0.1,2.46,123
35.59,22.1,0.06,4.4,97
72.18,36.5,0.15,11.19,154
69.53,34.49,0.12,4.82,150
75.46,30.6,0.31,5.43,151
78.69,20.04,0.06,2.02,247
67.18,18.74,0.1,10.49,141
65.39,17.27,0.07,3.29,121
53.78,21.46,0.19,5.28,113
63.35,24.35,0.06,5.02,111
70.46,25.47,0.12,7.7,145
63.38,43.37,0.79,16.79,128
68.21,46.37,1.19,14.94,150
69.73,37.68,1.06,17.59,156
66.51,37.44,1.04,20.33,158
49.62,35.86,0.58,13.5,114
32.45,31.18,0.52,13.78,91
29.33,39.1,0.58,15.11,80
34.96,43.63,0.68,11.95,94
38.84,40.59,0.57,17.4,105
39.57,39.12,0.59,16.53,95
44.44,35.39,0.59,22.05,100
61.84,42.21,0.63,27.55,123
57.58,42.84,0.74,21.15,123
55.36,37.83,0.74,17.25,111
58.41,39.01,0.83,20.01,111
51.08,36.07,0.68,16.76,104
41.31,34.29,0.58,13.31,92
37.72,33.87,0.61,14.81,82
66.82,32.58,0.65,11.42,106
36.53,34.18,0.72,10.46,112
43.64,36.84,0.82,10.05,86
44.65,39.07,0.81,8.34,106
40.48,32.25,0.7,14.21,102
96.83,37.91,0.76,18.61,133
69.5,35.4,0.76,12.78,149
70.91,37.5,0.71,13.35,140
84.08,50.36,0.9,10.47,147
73.25,52.99,0.86,15.16,166
91.39,54.18,0.9,16.7,171
66.49,45.7,0.81,15,164
64.72,45.03,0.82,14.09,140
70.03,37.15,0.8,14.25,139
69.44,35.14,0.76,10.97,135
70.83,38.05,0.8,9.54,140
70.47,37.31,0.78,12.21,144
58.07,29.67,0.7,13.2,128
51.81,30.32,0.72,13.15,100
69.33,40.86,0.91,16.11,122
74.79,39.18,0.8,24.61,145
67.7,38.26,0.77,19.03,142
48.99,37.26,0.69,22.76,120
55.7,48.48,1.05,22.48,117
66.78,62.23,1.19,12.94,144
69.33,50.13,1,8.51,143
66.12,39.48,0.92,7.88,132
68.48,38.85,0.77,7.52,126
68.87,48.12,0.88,8.56,133
71.38,47.26,0.8,12.3,136
73.33,37.36,0.59,22.04,140
59.35,49.48,0.7,24.06,138
88.14,67.71,1.33,21.88,151
74.94,68.63,1.4,16.67,164
130.23,73.32,1.4,16.21,195
82.05,65.66,1.26,15.01,180
79.19,63.74,1.14,10.11,169
76.47,56.9,1.13,8.51,163
76.08,53.18,0.87,18.35,164
63.18,55.68,0.85,16.26,136
68.65,60.71,0.93,14.18,132
112.35,67.12,1.09,10.66,184
65.09,67.32,1.1,9.62,156
68.45,62.26,1.02,8.17,138
57.7,54.46,0.99,11.25,122
68.55,51.51,0.92,9.44,126
77.77,46.8,0.83,10.52,163
79.18,60.89,1,17.34,174
76.33,63.88,1.05,15.67,164
73.15,63.11,1.1,12.81,158
72.41,55.39,1.03,11.62,146
72.66,51.85,0.98,9.28,146
77.65,53.96,0.95,10.51,160
74.08,53.36,1.03,12.71,165
76.19,59.3,1.04,17.13,160
74.76,64.97,1.09,17.29,155
70.48,59.98,1.19,20.89,150
72.38,54.79,1.16,13.76,140
70.98,37.89,0.83,7.43,143
65.1,39.7,0.92,9.12,132
64.2,45.06,0.87,10.5,125
65.86,55.84,0.99,13.02,129
61.1,56.03,0.9,17.29,129
64.18,60.93,1,23.32,131
68.52,56.67,0.95,13.76,133
72.01,50.74,0.89,9.28,142
60.4,46.04,0.71,6.93,125
67.07,42.71,0.71,9.52,121
68.8,54.52,0.89,16.47,139
66.84,56.49,0.91,19.6,146
69.43,55.38,1.45,13.62,167
68.84,49.3,0.85,9.02,138
67.69,46.08,0.84,8.69,140
59.46,51.91,0.68,16.9,137
53.45,59.99,1,20.33,130
50.88,67.8,1.1,22.37,129
47.46,68.01,0.99,16.85,125
43.48,53.31,0.8,9.51,114
39.14,41.49,0.73,9.46,104
41.79,43.96,0.73,8.16,111
48.86,58.09,0.86,9.68,111
56.76,72.8,0.99,13.6,125
46.18,59.37,0.84,13.52,114
50.05,55.81,0.87,13.92,108
52.28,53.5,0.82,13.07,113
50.55,28.9,0.6,8.55,100
54.34,20.55,0.61,6.61,102
46.38,31.98,0.61,6.53,94
50.52,44.77,0.76,8.3,100
52.88,48.93,0.84,12.88,113
51.84,51.24,0.81,17.02,110
49.86,60.23,0.92,20.36,108
55.87,58.63,1.02,10.27,116
46.22,44.16,0.77,7.39,111
47.64,41.75,0.74,6.36,103
54.76,46.91,0.85,7.37,107
57.85,49.21,0.88,8.69,114
56.99,48,0.85,8.18,123
43.57,43.62,0.7,8.22,106
43.37,51.65,0.76,7.54,104
56.87,65.82,1.09,9.89,118
57.66,67.65,1.16,14.95,134
62.25,70.43,1.3,12.91,129
54.84,65.26,1.12,11.14,124
52.72,56.01,1.06,10.18,118
51.59,45.04,0.88,9.79,119
54.72,49.19,0.94,9.17,122
47.44,45.37,0.89,8.88,114
47.97,38.91,0.74,9.83,106
50.78,43.04,0.79,7.58,108
53.81,49.93,0.92,7.22,107
57.28,52.67,0.96,6.03,118
66.37,49.74,1.02,7.24,122
53.02,35.56,0.79,6.94,124
38.87,40.44,0.67,5.14,95
39.69,41.84,0.71,5.62,88
47.34,45.05,0.85,7.43,103
47.88,37.4,0.77,8.79,96
60.25,39.37,0.86,14.59,115
51,33.36,0.76,5.86,105
41.38,32.85,0.7,4.84,80
48.07,41.03,0.83,5.87,93
54.74,47.03,0.87,7.01,103
57.87,45.49,0.89,11.32,108
57.07,52.52,0.86,13.35,126
56.64,58.35,1.01,16.25,128
59.91,63.27,1.05,16.63,131
71.4,49.1,0.98,10.47,135
61.47,39.51,0.84,7.69,126
59.53,44.63,0.79,9.57,123
53.11,40.84,0.75,9.65,116
62.27,48.19,0.91,9.33,122
54.62,40.32,0.81,7.54,120
50.15,41.99,0.83,7.47,110
43.05,31.47,0.63,5.79,103
37.91,38.98,0.72,5.28,84
51.35,40.96,0.78,5.64,99
44.94,39.39,0.72,5.82,101
41.51,36.55,0.67,4.72,92
46.87,42.39,0.74,5.68,98
35.9,50.76,0.76,9.13,93
30.27,35.94,0.67,5.05,85
40.26,41.16,0.71,6.94,95
35.54,38.69,0.79,6.42,98
27.63,31.01,0.68,6.12,88
31.58,42.54,0.67,7.29,83
25.24,33.9,0.56,5.19,83
23.05,30.02,0.69,4.9,79
29.71,31.86,0.83,5.47,73
45.86,45.36,0.9,8.34,100
34.29,38.79,0.72,5.64,99
37.19,35.18,0.61,9.98,93
43.52,44.05,0.77,10.51,108
42.38,44.88,0.86,9.2,117
49.14,51.13,0.9,10.1,122
42.97,39.3,0.75,7.55,117
33.12,28.02,0.56,6.52,90
33.09,35.48,0.54,6.92,90
35.61,29.59,0.6,6.07,104
38.11,35.66,0.62,6.99,94
39.78,35.85,0.68,7.12,101
39.85,30.66,0.52,6.84,94
43.44,30.99,0.59,7.72,102
44.84,39.52,0.7,9.74,103
43.83,32.08,0.57,7.94,116
36.08,31.21,0.7,5.92,101
31.39,27.73,0.56,5.45,98
19.59,31.67,0.62,6.1,81
28.81,30.11,0.6,5.94,74
31.91,28.95,0.58,6.47,83
33.68,28.72,0.58,6.91,93
43.05,43.5,0.97,7.8,111
44.32,37.73,0.67,6.11,112
33.83,31.53,0.63,5.28,101
32.76,31.48,0.66,6.44,95
33.05,31.04,0.64,5.79,96
31.85,32.48,0.74,6.11,101
29.86,26.02,0.64,5.38,100
24.49,24.04,0.68,4.84,87
41.89,33.42,0.78,8.26,85
43.47,41.31,0.9,9.18,106
37.31,35.51,0.62,6.93,89
47.42,37.25,0.69,8.04,103
38.59,29.22,0.62,6.25,117
48.33,32.24,0.91,6.97,132
42.68,27.06,0.69,7.04,120
47.5,33.71,0.83,6.22,110
36.41,32.39,0.78,6.42,104
42.17,31.54,0.76,6.99,119
23.65,25.79,0.69,4.39,91
26.11,26.65,0.78,6.26,83
31.17,25.45,0.72,5.77,87
34.68,28.48,0.64,6.41,84
31.7,26.77,0.58,6.53,89
32.57,25.25,0.83,5.81,93
37.26,31.53,0.64,6.76,110
36.7,35.45,0.77,6.87,82
34.85,29.14,0.62,7.11,83
30.95,26.22,0.56,7.1,89
31.51,30.16,0.62,7.18,83
31.33,29.59,0.64,7.06,84
19.68,22.53,0.61,5.17,69
19.43,22.16,0.71,6.1,68
20.03,22.16,0.68,6.84,64
16.49,20.62,0.64,7.35,52
22.31,23.24,0.66,8.45,53
29.92,23.7,0.66,10.11,70
30.85,21.31,0.6,7.58,84
34.44,23.31,0.54,8.26,86
27.83,20.05,0.57,9.66,86
22.9,20.48,0.6,8.96,67
21.99,20.32,0.57,9.83,67
17.2,20.17,0.58,8.6,59
14.61,18.2,0.53,6.94,50
15.27,21.39,0.44,6.5,58
10.31,22.02,0.46,6.21,52
21.26,28.03,0.49,6.19,56
20.07,23.78,0.36,6.35,56
16.99,20.56,0.23,6.42,41
16.31,20.7,0.27,6.36,41
16.23,23.21,0.26,5.93,41
17.64,28.07,0.26,4.6,44
18.93,24.39,0.28,5.05,46
18.18,22.68,0.3,5.38,65
20.85,26.4,0.33,6.64,62
16.91,27.03,0.3,7.1,60
16.48,24.21,0.24,5.74,53
16.28,23.43,0.26,5.56,59
15.97,22.07,0.35,5.95,71
13.22,22.74,0.25,6.07,68
20.05,26,0.3,5.06,49
22.74,27.25,0.34,5.19,59
19.92,25.11,0.28,5.61,62
16.63,23.21,0.22,5.45,44
19.7,21.7,0.25,5.47,48
19.05,23.04,0.3,4.83,54
11.93,22.14,0.25,4.96,49
13.21,20.22,0.27,6.21,37
17.97,26.02,0.28,6.88,42
16.12,25.58,0.31,6.66,58
11.04,21.19,0.37,8.75,72
12.14,20.54,0.26,6.46,38
14.13,22.64,0.27,6.95,33
14.39,21.97,0.26,7.32,45
12.58,22.18,0.31,9.52,37
19.61,23.18,0.3,9.11,41
19.54,22.42,0.28,9.22,55
17.69,21.69,0.26,7.41,49
15.64,21.03,0.32,5.87,54
17.88,20.4,0.26,6.55,52
14.41,20.64,0.29,7.06,54
14.52,24.38,0.27,6.46,54
18.23,22.38,0.28,6.09,53
26.09,28.86,0.38,7.2,72
26.02,25.61,0.32,6.79,87
19.21,25.13,0.27,6.8,73
21.88,25.54,0.28,6.2,72
25.77,27.27,0.36,6.61,72
30.8,28.85,0.31,7.02,92
23.43,25.39,0.28,6.63,90
20.2,27.06,0.31,6.37,66
26.91,23.75,0.29,7.05,72
18.92,24.24,0.3,8.15,54
16.17,24.82,0.28,7.42,53
18.07,27.7,0.36,5.9,49
17.09,24.89,0.31,6.07,48
16.39,24.46,0.28,6.09,43
11.98,18.71,0.31,6.15,47
11.66,17.79,0.32,6.65,42
16.97,27.16,0.31,7.29,41
22.11,17.62,0.35,10.13,65
7.78,19.87,0.3,5.69,40
18.56,20.71,0.3,7.17,35
15.3,17.73,0.29,8,44
15.28,24.8,0.32,6.84,48
13.19,21.95,0.27,5.98,47
10.08,19.61,0.25,6.73,34
10.33,22.71,0.29,8.08,39
12.51,23.7,0.29,8.73,40
14.36,24.14,0.31,8.55,48
15.34,25.68,0.29,7.55,52
14.61,24.79,0.27,7.85,50
15.31,27.1,0.3,7.61,48
16.51,27.6,0.28,6.97,48
20.98,26.87,0.29,8.39,53
24.66,26.52,0.29,8.85,68
22.43,27.25,0.3,7.13,77
23.16,26.37,0.31,8.74,70
18.51,25.86,0.34,6.4,50
15.84,23.73,0.34,7.13,48
20.36,25.6,0.31,7.74,50
27.05,26.36,0.38,8.05,72
25.36,26.76,0.31,7.84,76
25.42,22.74,0.32,7.79,82
21.61,18.35,0.33,9.3,62
34.85,24.19,0.42,8.8,79
38.35,32.15,0.46,7.75,86
33.85,38.45,0.57,6.42,79
35.06,35.45,0.59,5.67,71
41.83,36.44,0.6,6,78
42.24,36.56,0.53,7.04,85
43.69,36.45,0.51,6.77,92
48.98,33.93,0.5,7.78,101
35.58,22.67,0.41,8.41,85
39.68,25.48,0.45,6.81,68
38.6,31.56,0.45,6.9,79
40.88,30.3,0.42,7.14,81
37.91,27.55,0.38,8.39,91
27.29,23.11,0.34,6.23,62
32.25,27.46,0.44,6.13,65
34.94,36.88,0.62,5.85,62
41.46,38.18,0.66,6.42,84
53.68,44.83,0.8,8.2,108
43.09,36.52,0.54,6.93,95
45.92,38.03,0.58,7.03,92
55.39,38.38,0.64,7.08,100
67.69,37.28,0.62,9.16,118
63.16,38.16,0.5,7.78,128
37.8,33.16,0.49,5.89,94
36.5,32.41,0.45,5.74,72
39.63,33.83,0.45,5.14,79
39.8,34.47,0.43,6.26,84
56.36,42.33,0.56,8.43,109
65.91,39.75,0.5,6.99,124
64.44,40.33,0.56,9.45,130
60.07,46.53,0.54,17.26,124
56.5,48.32,0.48,13.82,128
52.63,43.03,0.46,14.89,120
54.39,42.79,0.53,13.5,121
58.56,46.54,0.64,10.8,118
54.35,36.76,0.47,9.08,108
58.24,35.21,0.53,9.14,100
53.26,32.39,0.46,4.76,105
41.03,34.67,0.58,4.21,83
40.35,31.81,0.55,3.64,73
43.99,37.92,0.52,3.92,74
58.44,47.2,0.68,6.19,105
61.34,44.57,0.61,5.23,119
66.82,51.4,0.72,9.47,125
67.12,45.12,0.67,6.04,133
